rank,track,team,run_id,bt_rating,ci_low_95,ci_high_95,n_battles
109,es,arampageos,DUTH_Task4_ES_QUALITY_V4_SPANISH_LOCKET,975,908,1051,138
110,es,arampageos,DUTH_Task4_ES_SCOREABL_NO_DATAAWARE,948,908,994,202
111,es,arampageos,DUTH_Task4_BASELINE_ES_TOP80,935,885,990,294
112,es,arampageos,DUTH_Task4_ES_DIAG_REFERENCE_STYLE_2,903,866,950,355
113,es,ezrasmink,UAms_task4_Mistral-7B-Instruct-v0.2,903,858,936,339
114,es,arampageos,DUTH_Task4_ES_TRAINSEL_TOP30,902,823,952,216
115,es,arampageos,DUTH_Task4_ES_ANALYSIS_analysis_ES_rule_generation_TOP60,881,832,928,240
116,es,arampageos,DUTH_Task4_BASELINE_ES_PATCH,865,826,904,324
117,es,arampageos,DUTH_Task4_ES_RULE_ALL,855,825,899,375
118,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_D,829,789,860,350
119,es,arampageos,DUTH_Task4_POLICYQWEN_ES,791,757,829,350
120,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_C,788,747,835,330
121,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_B,783,737,827,318
122,es,arampageos,DUTH_Task4_BASELINE_ES_ALLRULE,762,707,807,346
123,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_BEST,756,703,800,309
124,es,arampageos,DUTH_Task4_BASELINE_ES_PUNWORD,701,650,740,342
125,es,arampageos,DUTH_Task4_ES_TRAINSEL_TOP120,611,520,670,275
126,es,ezrasmink,UAms_task4_flan-t5-large,393,276,479,303
127,es,ezrasmink,UAms_task4_flan-t5-base,344,272,406,340
128,es,arampageos,DUTH_Task4_ES_DIAG_FACT_SENT,335,261,405,327
129,es,arampageos,DUTH_Task4_ES_DIAG_BOW_STUFF,304,182,368,329
130,es,arampageos,DUTH_Task4_ES_DIAG_SHORT_PUN_CUE,303,186,386,354
131,es,arampageos,DUTH_Task4_ES_DIAG_FACT_SHORT,212,96,290,316
132,es,arampageos,DUTH_Task4_ES_DIAG_CUES_ONLY,92,-111,208,348
133,es,arampageos,DUTH_Task4_ES_DIAG_SENSE_B,90,-47,202,331
134,es,ezrasmink,UAms_task4_salamandra-7b-instruct,-270,-1734,-142,335
