rank,track,team,run_id,bt_rating,ci_low_95,ci_high_95,n_battles
111,fr,arampageos,DUTH_Task4_FR_BEST891_PLUS_PUNSENSE_B11,875,838,929,208
112,fr,arampageos,DUTH_Task4_FR_BEST894_PLUS_SENSEA_B01,820,763,867,210
113,fr,arampageos,DUTH_Task4_BASELINE_FR_PATCH,806,746,846,274
114,fr,arampageos,DUTH_Task4_BASELINE_FR_ALLRULE,798,754,834,305
115,fr,arampageos,DUTH_Task4_NEARESTREF_FR,692,622,728,342
116,fr,arampageos,DUTH_Task4_FR_FAMILY_TOP60,692,625,737,271
117,fr,liana87,UBO_task3_mistral_contrepetrie,682,630,719,378
118,fr,arampageos,DUTH_Task4_FR_TESTFIELD_DOUBLE_MEANING,668,625,711,363
119,fr,liana87,UBO_task3_llama_contrepetrie,662,613,703,348
120,fr,liana87,UBO_task3_gemini-3-flash_contrepetrie,655,601,706,331
121,fr,liana87,UBO_task3_qwen-3-flash_contrepetrie,644,577,694,356
122,fr,arampageos,DUTH_Task4_BASELINE_FR_PUNWORD,642,591,690,340
123,fr,liana87,UBO_task3_gemma_contrepetrie,618,564,661,355
124,fr,arampageos,DUTH_Task4_FR_FAMILY_TOP100,585,515,666,272
125,fr,arampageos,DUTH_Task4_FR_TESTFIELD_QA_BASELINE,570,517,612,321
126,fr,ezrasmink,UAms_task4_flan-t5-large,558,490,604,329
127,fr,arampageos,DUTH_Task4_FR_TESTFIELD_COMPACT_HINT,509,445,563,333
128,fr,ezrasmink,UAms_task4_flan-t5-base,508,442,567,330
129,fr,arampageos,DUTH_Task4_FR_TESTFIELD_SENSES_ONLY,462,397,515,359
130,fr,arampageos,DUTH_Task4_FR_TESTFIELD_MIX_SHORT,425,358,478,304
131,fr,arampageos,DUTH_Task4_FR_TESTFIELD_PUNWORD_SENSES,414,355,464,363
132,fr,arampageos,DUTH_Task4_FR_TESTFIELD_PUNWORD,408,351,455,345
133,fr,arampageos,DUTH_Task4_FR_TESTFIELD_PUNWORD_SENSEA,321,238,390,316
